Age,Mileage,SocioEcon,RiskAversion,GoodStudent,OtherCar,AntiTheft,SeniorTrain,HomeBase,VehicleYear,MakeModel,DrivingSkill,RuggedAuto,Airbag,Antilock,CarValue,DrivQuality,DrivHist,Cushioning,Theft,Accident,MedCost,OtherCarCost,ThisCarDam,ILiCost,ThisCarCost,PropCost
Senior,FiftyThou,Prole,Cautious,False,False,True,True,City,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Wealthy,Normal,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Good,False,Moderate,Thousand,Thousand,Moderate,Thousand,TenThou,TenThou
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,City,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiveThou,Prole,Adventurous,False,False,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TwentyThou,Poor,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,Middle,Normal,False,False,False,False,Secure,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Adventurous,False,True,False,False,Rural,Older,Economy,SubStandard,Football,False,False,TenThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,Luxury,Expert,Tank,True,True,FiftyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Normal,False,False,True,False,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Cautious,False,True,True,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,Adventurous,True,True,False,False,City,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,Normal,False,True,True,False,Secure,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Million,TenThou,Severe,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Older,SportsCar,Normal,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,FamilySedan,SubStandard,Tank,False,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Expert,EggShell,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,SportsCar,Expert,Football,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Normal,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,Normal,False,True,False,True,Secure,Older,FamilySedan,Expert,Football,True,False,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,Domino,Prole,Normal,False,False,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Cautious,False,False,True,False,Secure,Older,SportsCar,Normal,EggShell,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,Cautious,False,True,True,True,City,Older,SportsCar,Expert,EggShell,False,False,TwentyThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Cautious,False,True,False,True,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Excellent,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,Many,Fair,False,Moderate,Thousand,HundredThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,SportsCar,Normal,Tank,True,True,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,Many,Good,False,Mild,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Adventurous,False,True,False,False,City,Current,Luxury,Normal,Football,True,True,FiftyThou,Excellent,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,True,False,Secure,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Suburb,Current,FamilySedan,Normal,Football,True,True,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,False,True,True,Rural,Older,FamilySedan,SubStandard,Tank,True,False,TenThou,Poor,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,Suburb,Older,FamilySedan,SubStandard,Tank,False,False,TenThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Older,FamilySedan,Normal,Football,False,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Current,Economy,SubStandard,Football,True,False,TenThou,Poor,Many,Good,False,Moderate,Thousand,HundredThou,Moderate,Thousand,TenThou,HundredThou
Adolescent,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,Domino,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Adventurous,False,True,False,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Cautious,False,True,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,Normal,False,True,True,False,Suburb,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiveThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,UpperMiddle,Normal,False,True,True,True,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Psychopath,False,True,False,False,City,Current,FamilySedan,Normal,EggShell,True,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Psychopath,False,True,False,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Older,Economy,Normal,Football,False,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,Expert,Tank,True,False,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiveThou,Middle,Cautious,False,True,True,True,Secure,Current,Economy,SubStandard,Football,True,False,TenThou,Poor,Many,Fair,False,Severe,HundredThou,TenThou,Severe,Thousand,TenThou,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Cautious,False,False,True,False,City,Older,FamilySedan,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,TwentyThou,Middle,Cautious,False,True,True,True,Secure,Older,FamilySedan,Expert,EggShell,False,False,TenThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Cautious,False,True,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,Severe,Thousand,HundredThou,Severe,Thousand,HundredThou,HundredThou
Adolescent,Domino,UpperMiddle,Adventurous,True,True,True,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Poor,Many,Fair,False,Severe,Thousand,HundredThou,Severe,TenThou,HundredThou,HundredThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Cautious,False,True,True,False,Secure,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,Cautious,False,False,True,False,Secure,Older,FamilySedan,Expert,Football,False,False,TwentyThou,Excellent,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,Normal,False,True,False,False,City,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Middle,Normal,False,True,False,False,Rural,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,One,Fair,False,Severe,HundredThou,HundredThou,Severe,Thousand,TenThou,HundredThou
Senior,FiftyThou,UpperMiddle,Normal,False,True,True,True,Secure,Current,SportsCar,Normal,EggShell,True,True,TwentyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,Domino,Prole,Normal,False,True,False,False,City,Older,FamilySedan,Normal,Tank,True,False,FiveThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,Thousand,HundredThou,Moderate,Thousand,Thousand,HundredThou
Adult,FiveThou,UpperMiddle,Normal,False,False,True,False,Rural,Current,Luxury,Normal,Tank,True,True,FiftyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Normal,False,True,False,False,Suburb,Current,Economy,Expert,EggShell,True,False,TenThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,Mild,Thousand,Thousand,Mild,TenThou,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Current,FamilySedan,Expert,Football,True,True,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,Prole,Cautious,False,False,True,True,City,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,Adventurous,False,False,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Fair,False,Severe,HundredThou,HundredThou,Severe,Thousand,TenThou,HundredThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,FiftyThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Normal,False,True,False,False,Suburb,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Normal,False,True,False,False,Suburb,Current,FamilySedan,SubStandard,Tank,True,True,TenThou,Poor,Many,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,Cautious,False,False,True,False,City,Older,Economy,SubStandard,EggShell,False,False,TenThou,Poor,One,Poor,False,Mild,TenThou,Thousand,Mild,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Normal,False,True,False,False,Suburb,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,FamilySedan,Normal,Tank,True,True,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Senior,FiftyThou,UpperMiddle,Normal,False,False,True,False,Secure,Current,SportsCar,SubStandard,Football,True,True,TwentyThou,Poor,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Older,SportsCar,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,FiveThou,Middle,Cautious,False,True,True,False,Secure,Older,SportsCar,SubStandard,EggShell,False,False,TenThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,False,False,False,Suburb,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,Adventurous,False,True,False,False,Rural,Older,SportsCar,Expert,EggShell,False,False,Million,Excellent,One,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,False,False,Secure,Older,SportsCar,Normal,EggShell,False,True,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,EggShell,True,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Normal,False,True,False,False,City,Older,FamilySedan,SubStandard,Football,False,False,FiveThou,Poor,Many,Fair,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,Suburb,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,False,False,Secure,Current,Economy,Normal,EggShell,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,Normal,False,False,False,False,City,Older,Economy,Normal,Football,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Normal,False,False,True,False,Suburb,Current,Luxury,SubStandard,Football,True,True,FiftyThou,Poor,One,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,TenThou,TenThou
Adult,FiftyThou,Middle,Psychopath,False,False,False,False,City,Older,FamilySedan,Normal,Tank,False,False,FiveThou,Poor,Many,Good,False,Moderate,Thousand,TenThou,Mild,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,Normal,Tank,True,False,TenThou,Normal,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Adventurous,False,True,False,False,Secure,Current,Luxury,Expert,Football,True,True,FiftyThou,Excellent,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,True,True,False,City,Older,FamilySedan,SubStandard,Football,False,False,TenThou,Poor,Many,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,Normal,Tank,False,False,TwentyThou,Normal,Zero,Good,False,Moderate,Thousand,HundredThou,Moderate,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Middle,Adventurous,False,False,False,False,City,Current,FamilySedan,Normal,Tank,True,False,TwentyThou,Poor,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Cautious,False,True,True,True,Secure,Current,FamilySedan,SubStandard,Football,True,False,TenThou,Poor,Many,Good,False,Mild,TenThou,Thousand,Mild,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,Normal,False,False,False,False,City,Older,SportsCar,SubStandard,EggShell,True,False,FiveThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,True,False,False,City,Older,Economy,SubStandard,EggShell,False,False,FiveThou,Poor,Many,Poor,False,Moderate,TenThou,TenThou,Moderate,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,TenThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,Cautious,False,False,True,True,Suburb,Older,Economy,Expert,EggShell,False,False,FiveThou,Excellent,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,Cautious,False,False,True,True,Secure,Current,FamilySedan,Expert,Football,True,False,TwentyThou,Excellent,Zero,Excellent,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,Normal,False,True,True,False,Suburb,Current,FamilySedan,Normal,Football,True,False,TwentyThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,Middle,Normal,False,True,False,False,Secure,Current,FamilySedan,SubStandard,Football,True,False,TwentyThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adult,TwentyThou,UpperMiddle,Cautious,False,True,True,False,Secure,Older,Luxury,Normal,Football,False,True,TwentyThou,Excellent,One,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,Domino,Middle,Cautious,False,False,True,False,Secure,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,Cautious,False,True,True,True,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiveThou,Prole,Cautious,False,True,True,True,City,Current,Economy,Normal,Football,True,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,Adventurous,False,True,False,False,Suburb,Current,FamilySedan,Normal,EggShell,True,False,TwentyThou,Excellent,One,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiveThou,Middle,Normal,False,False,True,False,Suburb,Older,FamilySedan,Normal,Tank,False,False,TenThou,Normal,Zero,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,Cautious,True,False,True,False,City,Older,SportsCar,Normal,EggShell,False,True,FiveThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,TwentyThou,UpperMiddle,Normal,False,True,True,False,Secure,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Zero,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Middle,Adventurous,False,False,False,False,Suburb,Older,FamilySedan,SubStandard,Tank,False,False,FiveThou,Poor,Many,Good,False,None,Thousand,Thousand,None,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Wealthy,Normal,True,True,True,False,Secure,Current,Luxury,Normal,Football,True,True,FiftyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,Normal,False,True,False,False,City,Older,Economy,Normal,EggShell,False,False,FiveThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Senior,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,FamilySedan,SubStandard,Football,True,True,TwentyThou,Poor,Many,Good,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,Normal,True,True,True,False,Suburb,Current,SportsCar,SubStandard,EggShell,True,True,TwentyThou,Poor,Many,Poor,False,Mild,Thousand,Thousand,Mild,Thousand,Thousand,TenThou
Adult,FiftyThou,UpperMiddle,Normal,False,True,True,False,Suburb,Current,SportsCar,Normal,EggShell,True,True,FiftyThou,Normal,Zero,Poor,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Prole,Adventurous,False,False,False,False,City,Older,SportsCar,SubStandard,EggShell,False,False,TwentyThou,Poor,Many,Poor,False,Severe,Thousand,Thousand,Severe,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Middle,Normal,False,True,False,False,Secure,Older,FamilySedan,Normal,Football,False,False,TwentyThou,Normal,Zero,Fair,False,None,Thousand,Thousand,None,Thousand,Thousand,Thousand
